section,question_number,main_question,full_question,sub_question,option_1,option_2,option_3,option_4,correct_option,feedback_1,feedback_2,feedback_3,feedback_4,min_value,max_value,solution,image_url,units,question_type
Moment of Inertia,5,Moment of Inertia 5,"Calculate the moment of inertia about the feet in B given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.",What is the distance $ r $ from each mass to the axis of rotation in B?,1.31 m,1.45 cm,2.0 m,0.15 m,1,Correct: $ r $ is the straight-line distance from the feet (axis $ B $ ) to each arm s CoG used in $ I=mr^2 $ .,Wrong units (cm) and magnitude.,Too large adds lengths instead of using the actual CoG distance to the axis.,Too small takes only the shoulder offset.,11.9,12.1,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**Geometry (distances from axis $B$):**
$\Delta y=1.5-0.2=1.3 \mathrm{m}$
$\Delta x_L=0$
$\Delta x_R=0.15+0.15=0.30 \mathrm{m}$
$r=\pm\sqrt{(\Delta x)^2+(\Delta y)^2}$
$r_L=\sqrt{0^2+1.3^2}=1.30 \mathrm{m}$
$r_R=\sqrt{0.30^2+1.3^2}=\sqrt{1.78}=1.33 \mathrm{m}$---
**Right arm about $B$:**
$I_R=3.5\,r_R^2=3.5(1.78)=6.23 \mathrm{kg m^2}$---
**Left arm about $B$:**
$I_L=3.5\,r_L^2=3.5(1.69)=5.92 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i$---
**Moment of inertia about $B$:**
$I_B=I_L+I_R=5.92+6.23=12.15 \mathrm{kg m^2}$
$\boxed{I_B\approx 1.21\times10^{1} \mathrm{kg m^2}}$",Images/MI5.png,kg.m^2,Substitute & Calculate
Moment of Inertia,5,Moment of Inertia 5,"Calculate the moment of inertia about the feet in B given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.",What is the moment of inertia for the right arm about the feet?,6.01 kg.m^2,12.02 m,13.3 kg.m,4.43 kg.m^2,1,Correct: $ I=mr^2=3.5\times(1.31)^2\approx6.0~\mathrm{ \text{kg}\cdot m^2} $ .,"Units Incorrect. (m, not $ \mathrm{ \text{kg}\cdot m^2} $ ).",Wrong units and magnitude.,Underestimates check squaring of $ r $ .,11.9,12.1,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**Geometry (distances from axis $B$):**
$\Delta y=1.5-0.2=1.3 \mathrm{m}$
$\Delta x_L=0$
$\Delta x_R=0.15+0.15=0.30 \mathrm{m}$
$r=\pm\sqrt{(\Delta x)^2+(\Delta y)^2}$
$r_L=\sqrt{0^2+1.3^2}=1.30 \mathrm{m}$
$r_R=\sqrt{0.30^2+1.3^2}=\sqrt{1.78}=1.33 \mathrm{m}$---
**Right arm about $B$:**
$I_R=3.5\,r_R^2=3.5(1.78)=6.23 \mathrm{kg m^2}$---
**Left arm about $B$:**
$I_L=3.5\,r_L^2=3.5(1.69)=5.92 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i$---
**Moment of inertia about $B$:**
$I_B=I_L+I_R=5.92+6.23=12.15 \mathrm{kg m^2}$
$\boxed{I_B\approx 1.21\times10^{1} \mathrm{kg m^2}}$",Images/MI5.png,kg.m^2,Substitute & Calculate
Moment of Inertia,5,Moment of Inertia 5,"Calculate the moment of inertia about the feet in B given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.",What is the moment of inertia for the left arm about the feet?,3.35 kg.m^2,12.02 m,6.01 kg.m^2,4.43 kg.m^2,3,Underestimates re-apply $ I=mr^2 $ .,"Units Incorrect. (m, not $ \mathrm{ \text{kg}\cdot m^2} $ ).","Correct: same calculation, $ 3.5\times(1.31)^2\approx6.0~\mathrm{ \text{kg}\cdot m^2} $ .",Incorrect arithmetic/units error.,11.9,12.1,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**Geometry (distances from axis $B$):**
$\Delta y=1.5-0.2=1.3 \mathrm{m}$
$\Delta x_L=0$
$\Delta x_R=0.15+0.15=0.30 \mathrm{m}$
$r=\pm\sqrt{(\Delta x)^2+(\Delta y)^2}$
$r_L=\sqrt{0^2+1.3^2}=1.30 \mathrm{m}$
$r_R=\sqrt{0.30^2+1.3^2}=\sqrt{1.78}=1.33 \mathrm{m}$---
**Right arm about $B$:**
$I_R=3.5\,r_R^2=3.5(1.78)=6.23 \mathrm{kg m^2}$---
**Left arm about $B$:**
$I_L=3.5\,r_L^2=3.5(1.69)=5.92 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i$---
**Moment of inertia about $B$:**
$I_B=I_L+I_R=5.92+6.23=12.15 \mathrm{kg m^2}$
$\boxed{I_B\approx 1.21\times10^{1} \mathrm{kg m^2}}$",Images/MI5.png,kg.m^2,Substitute & Calculate
Moment of Inertia,5,Moment of Inertia 5,"Calculate the moment of inertia about the feet in B given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.","For multiple masses about an axis of rotation, how would you find the moment of inertia?",sum up the moments of inertia about that axis,sum up the moments of inertia about the central axis,calculate the moment of force about that axis,calculate the moment of force about the central axis,1,Correct: add each $ m r^2 $ about the same axis ( $ B $ ).,"No use the actual axis of rotation, not the central axis.","That is torque ( $ M=Fd $ ), not inertia.","That is torque about a different axis, not inertia.",11.9,12.1,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**Geometry (distances from axis $B$):**
$\Delta y=1.5-0.2=1.3 \mathrm{m}$
$\Delta x_L=0$
$\Delta x_R=0.15+0.15=0.30 \mathrm{m}$
$r=\pm\sqrt{(\Delta x)^2+(\Delta y)^2}$
$r_L=\sqrt{0^2+1.3^2}=1.30 \mathrm{m}$
$r_R=\sqrt{0.30^2+1.3^2}=\sqrt{1.78}=1.33 \mathrm{m}$---
**Right arm about $B$:**
$I_R=3.5\,r_R^2=3.5(1.78)=6.23 \mathrm{kg m^2}$---
**Left arm about $B$:**
$I_L=3.5\,r_L^2=3.5(1.69)=5.92 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i$---
**Moment of inertia about $B$:**
$I_B=I_L+I_R=5.92+6.23=12.15 \mathrm{kg m^2}$
$\boxed{I_B\approx 1.21\times10^{1} \mathrm{kg m^2}}$",Images/MI5.png,kg.m^2,Formula Selection
Moment of Inertia,5,Moment of Inertia 5,"Calculate the moment of inertia about the feet in B given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.",What is the moment of inertia about axis $ B $ ?,,,,,,,,,,11.9,12.1,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**Geometry (distances from axis $B$):**
$\Delta y=1.5-0.2=1.3 \mathrm{m}$
$\Delta x_L=0$
$\Delta x_R=0.15+0.15=0.30 \mathrm{m}$
$r=\pm\sqrt{(\Delta x)^2+(\Delta y)^2}$
$r_L=\sqrt{0^2+1.3^2}=1.30 \mathrm{m}$
$r_R=\sqrt{0.30^2+1.3^2}=\sqrt{1.78}=1.33 \mathrm{m}$---
**Right arm about $B$:**
$I_R=3.5\,r_R^2=3.5(1.78)=6.23 \mathrm{kg m^2}$---
**Left arm about $B$:**
$I_L=3.5\,r_L^2=3.5(1.69)=5.92 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i$---
**Moment of inertia about $B$:**
$I_B=I_L+I_R=5.92+6.23=12.15 \mathrm{kg m^2}$
$\boxed{I_B\approx 1.21\times10^{1} \mathrm{kg m^2}}$",Images/MI5.png,kg.m^2,Final Answer
Moment of Inertia,6,Moment of Inertia 6,"Calculate the moment of inertia about the feet in A given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.",Which equation would you use to find the moment of inertia?, $ M=I\alpha $ , $ I=Fd $ , $ I=\sum mr^2 $ , $ I=\sum mr $ ,3," $ M=I\alpha $ is the rotational dynamics relation for torque, not an inertia formula."," $ Fd $ is work/torque, not moment of inertia.",Correct: add each point mass with $ I=\sum mr^2 $ .,Missing the square on $ r $  units would be wrong.,15.8,17.4,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**What is the distance $r$ from each mass to the axis of rotation at A?**
Horizontal offset to each arm CoG:
$\Delta x=0.15+0.20=0.35 \mathrm{m}$
Vertical offset:
$\Delta y=1.5 \mathrm{m}$
$r=\sqrt{(\Delta x)^2+(\Delta y)^2}=\sqrt{0.35^2+1.5^2}=\sqrt{2.3725}\approx 1.54 \mathrm{m}$---
**Right arm about the feet:**
$I_R=mr^2=3.5(1.54)^2=3.5(2.3725)\approx 8.30 \mathrm{kg m^2}$---
**Left arm about the feet:**
$I_L=3.5(1.54)^2\approx 8.30 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i=I_L+I_R$---
**Moment of inertia about axis A:**
$I_A=8.30+8.30=1.66\times10^{1} \mathrm{kg m^2}$
$\boxed{I_A\approx 16.6 \mathrm{kg m^2}}$",Images/MI6.png,kg.m^2,Formula Selection
Moment of Inertia,6,Moment of Inertia 6,"Calculate the moment of inertia about the feet in A given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.",What is the distance  $ r $  from each mass to the axis of rotation in A?,1.31 m,1.54 m,2.0 m,0.15 m,2,Too small for the given geometry.,Correct: $ r=\pm\sqrt{1.5^2+(0.15+0.20)^2}=\sqrt{1.5^2+0.35^2}\approx1.54~\text{m} $ .,Overestimates the horizontal/vertical distances.,"This is only the shoulder offset from the midline, not the full $ r $ .",15.8,17.4,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**What is the distance $r$ from each mass to the axis of rotation at A?**
Horizontal offset to each arm CoG:
$\Delta x=0.15+0.20=0.35 \mathrm{m}$
Vertical offset:
$\Delta y=1.5 \mathrm{m}$
$r=\sqrt{(\Delta x)^2+(\Delta y)^2}=\sqrt{0.35^2+1.5^2}=\sqrt{2.3725}\approx 1.54 \mathrm{m}$---
**Right arm about the feet:**
$I_R=mr^2=3.5(1.54)^2=3.5(2.3725)\approx 8.30 \mathrm{kg m^2}$---
**Left arm about the feet:**
$I_L=3.5(1.54)^2\approx 8.30 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i=I_L+I_R$---
**Moment of inertia about axis A:**
$I_A=8.30+8.30=1.66\times10^{1} \mathrm{kg m^2}$
$\boxed{I_A\approx 16.6 \mathrm{kg m^2}}$",Images/MI6.png,kg.m^2,Substitute & Calculate
Moment of Inertia,6,Moment of Inertia 6,"Calculate the moment of inertia about the feet in A given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.",What is the moment of inertia for the right arm about the feet?,8.3 kg.m^2,12.02 m,13.3 kg.m,4.43 kg.m^2,1,Correct: $ I=mr^2=3.5\times(1.54)^2\approx8.3~\text{kg.m}^2 $ .,Units are wrong (length).,Units are wrong (torque-like).,"Uses a smaller $ r $ than in A, so it underestimates.",15.8,17.4,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**What is the distance $r$ from each mass to the axis of rotation at A?**
Horizontal offset to each arm CoG:
$\Delta x=0.15+0.20=0.35 \mathrm{m}$
Vertical offset:
$\Delta y=1.5 \mathrm{m}$
$r=\sqrt{(\Delta x)^2+(\Delta y)^2}=\sqrt{0.35^2+1.5^2}=\sqrt{2.3725}\approx 1.54 \mathrm{m}$---
**Right arm about the feet:**
$I_R=mr^2=3.5(1.54)^2=3.5(2.3725)\approx 8.30 \mathrm{kg m^2}$---
**Left arm about the feet:**
$I_L=3.5(1.54)^2\approx 8.30 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i=I_L+I_R$---
**Moment of inertia about axis A:**
$I_A=8.30+8.30=1.66\times10^{1} \mathrm{kg m^2}$
$\boxed{I_A\approx 16.6 \mathrm{kg m^2}}$",Images/MI6.png,kg.m^2,Substitute & Calculate
Moment of Inertia,6,Moment of Inertia 6,"Calculate the moment of inertia about the feet in A given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.",What is the moment of inertia for the left arm about the feet?,3.35 kg.m^2,12.02 m,8.3 kg.m^2,4.43 kg.m^2,3,Too small would imply $ r\approx1.0 $ m.,Units are wrong (length).,"Correct: same $ r $ as the right arm, so $ I\approx8.3~\text{kg.m}^2 $ .",Uses an even smaller $ r $ .,15.8,17.4,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**What is the distance $r$ from each mass to the axis of rotation at A?**
Horizontal offset to each arm CoG:
$\Delta x=0.15+0.20=0.35 \mathrm{m}$
Vertical offset:
$\Delta y=1.5 \mathrm{m}$
$r=\sqrt{(\Delta x)^2+(\Delta y)^2}=\sqrt{0.35^2+1.5^2}=\sqrt{2.3725}\approx 1.54 \mathrm{m}$---
**Right arm about the feet:**
$I_R=mr^2=3.5(1.54)^2=3.5(2.3725)\approx 8.30 \mathrm{kg m^2}$---
**Left arm about the feet:**
$I_L=3.5(1.54)^2\approx 8.30 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i=I_L+I_R$---
**Moment of inertia about axis A:**
$I_A=8.30+8.30=1.66\times10^{1} \mathrm{kg m^2}$
$\boxed{I_A\approx 16.6 \mathrm{kg m^2}}$",Images/MI6.png,kg.m^2,Substitute & Calculate
Moment of Inertia,6,Moment of Inertia 6,"Calculate the moment of inertia about the feet in A given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.","For multiple masses about an axis of rotation, how would you find the moment of inertia?",sum up the moments of inertia about that axis,sum up the moments of inertia about the central axis,calculate the moment of force about that axis,calculate the moment of force about the central axis,1,Correct: $ I_{\text{total}}=\sum I_i $ about the same axis.,This refers to a different axis than asked.,"That s torque ( $ \tau=Fd $ ), not inertia.",That s torque about a different axis.,15.8,17.4,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**What is the distance $r$ from each mass to the axis of rotation at A?**
Horizontal offset to each arm CoG:
$\Delta x=0.15+0.20=0.35 \mathrm{m}$
Vertical offset:
$\Delta y=1.5 \mathrm{m}$
$r=\sqrt{(\Delta x)^2+(\Delta y)^2}=\sqrt{0.35^2+1.5^2}=\sqrt{2.3725}\approx 1.54 \mathrm{m}$---
**Right arm about the feet:**
$I_R=mr^2=3.5(1.54)^2=3.5(2.3725)\approx 8.30 \mathrm{kg m^2}$---
**Left arm about the feet:**
$I_L=3.5(1.54)^2\approx 8.30 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i=I_L+I_R$---
**Moment of inertia about axis A:**
$I_A=8.30+8.30=1.66\times10^{1} \mathrm{kg m^2}$
$\boxed{I_A\approx 16.6 \mathrm{kg m^2}}$",Images/MI6.png,kg.m^2,Formula Selection
Moment of Inertia,6,Moment of Inertia 6,"Calculate the moment of inertia about the feet in A given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.",What is the moment of inertia about axis A?,,,,,,,,,,15.8,17.4,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**What is the distance $r$ from each mass to the axis of rotation at A?**
Horizontal offset to each arm CoG:
$\Delta x=0.15+0.20=0.35 \mathrm{m}$
Vertical offset:
$\Delta y=1.5 \mathrm{m}$
$r=\sqrt{(\Delta x)^2+(\Delta y)^2}=\sqrt{0.35^2+1.5^2}=\sqrt{2.3725}\approx 1.54 \mathrm{m}$---
**Right arm about the feet:**
$I_R=mr^2=3.5(1.54)^2=3.5(2.3725)\approx 8.30 \mathrm{kg m^2}$---
**Left arm about the feet:**
$I_L=3.5(1.54)^2\approx 8.30 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i=I_L+I_R$---
**Moment of inertia about axis A:**
$I_A=8.30+8.30=1.66\times10^{1} \mathrm{kg m^2}$
$\boxed{I_A\approx 16.6 \mathrm{kg m^2}}$",Images/MI6.png,kg.m^2,Final Answer
Moment of Inertia,7,Moment of Inertia 7,"The hammer (mass 8.0 kg) is being thrown by Terry Trackenfield. The ball is at the end of a cable, 1.5 m from the hands (assume the hands to be the centre of rotation). What is the moment of inertia of the hammer about the hands?",Which equation would you use to solve for Moment of Inertia?, $ M=I\alpha $ , $ I=Fd $ , $ I=\sum m r^2 $ , $ I=\sum m r $ ,3,No this is the torque angular acceleration relation.,"No $ Fd $ is work/energy, not MOI.",Correct the point-mass MOI about an axis.,No missing the squared radius term.,17.1,18.9,"**Which equation would you use to solve for moment of inertia?**
$I=mr^2$---
**What is the moment of inertia of the hammer about the hands?**
$I=(8.0)(1.5)^2=8.0(2.25)=18.0 \mathrm{kg m^2}$
$\boxed{I\approx 18.0 \mathrm{kg m^2}}$",Images/MI6.png,kg.m^2,Formula Selection
Moment of Inertia,7,Moment of Inertia 7,"The hammer (mass 8.0 kg) is being thrown by Terry Trackenfield. The ball is at the end of a cable, 1.5 m from the hands (assume the hands to be the centre of rotation). What is the moment of inertia of the hammer about the hands?",What is the moment of inertia of the hammer about the hands?,,,,,,,,,,17.1,18.9,"**Which equation would you use to solve for moment of inertia?**
$I=mr^2$---
**What is the moment of inertia of the hammer about the hands?**
$I=(8.0)(1.5)^2=8.0(2.25)=18.0 \mathrm{kg m^2}$
$\boxed{I\approx 18.0 \mathrm{kg m^2}}$",Images/MI6.png,kg.m^2,Final Answer
Moment of Inertia,8,Moment of Inertia 8,"Two masses are being swung around an axis. $m_1=4\text{kg}$ is $2\text{m}$ from the axis. The combined moment of inertia is $22\text{kg m}^2$ , and $m_2$ is $1.5\text{m}$ from the axis. What is the mass of $m_2$ ?",Which equation would you use to find the moment of inertia?, $ M=I\alpha $ , $ I=Fd $ , $ I=\sum m r^2 $ , $ I=\sum m r $ ,3,"Torque law, not a formula for moment of inertia.","Work (force distance), not moment of inertia.","Correct: for point masses about a fixed axis, $ I=\sum m r^2 $ .",Missing the square on $ r $ .,2.6,2.8,"**Which equation would you use to find the moment of inertia?**
$I=mr^2$---
**For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{tot}}=\sum_i m_i r_i^2$---
**Which equation would you use to solve for $m_2$?**
$m_2=\dfrac{I_{\mathrm{tot}}-m_1 r_1^2}{r_2^2}$---
**What is the mass of $m_2$?**
$m_1 r_1^2=4(2^2)=16$
$m_2=\dfrac{22-16}{(1.5)^2}=\dfrac{6}{2.25}\approx 2.67 \mathrm{kg}$
$\boxed{m_2\approx 2.67 \mathrm{kg}}$",,kg,Formula Selection
Moment of Inertia,8,Moment of Inertia 8,"Two masses are being swung around an axis. $m_1=4\text{kg}$ is $2\text{m}$ from the axis. The combined moment of inertia is $22\text{kg m}^2$ , and $m_2$ is $1.5\text{m}$ from the axis. What is the mass of $m_2$ ?","For multiple masses about an axis of rotation, how would you find the moment of inertia?",sum up the moments of inertia about that axis,sum up the moments of inertia about the central axis,calculate the moment of force about that axis,calculate the moment of force about the central axis,1,Correct: moments of inertia add for bodies about the same axis.,Central axis is irrelevant here use the specified axis.,"These are torque (moment of force), not moment of inertia.","These are torque (moment of force), not moment of inertia.",2.6,2.8,"**Which equation would you use to find the moment of inertia?**
$I=mr^2$---
**For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{tot}}=\sum_i m_i r_i^2$---
**Which equation would you use to solve for $m_2$?**
$m_2=\dfrac{I_{\mathrm{tot}}-m_1 r_1^2}{r_2^2}$---
**What is the mass of $m_2$?**
$m_1 r_1^2=4(2^2)=16$
$m_2=\dfrac{22-16}{(1.5)^2}=\dfrac{6}{2.25}\approx 2.67 \mathrm{kg}$
$\boxed{m_2\approx 2.67 \mathrm{kg}}$",,kg,Formula Selection
Moment of Inertia,8,Moment of Inertia 8,"Two masses are being swung around an axis. $m_1=4\text{kg}$ is $2\text{m}$ from the axis. The combined moment of inertia is $22\text{kg m}^2$ , and $m_2$ is $1.5\text{m}$ from the axis. What is the mass of $m_2$ ?",Which equation would you use to solve for $ m_2 $ ?, $ 22=4(2)-m_2(1.5) $ , $ 22=4(2)^2+m_2(1.5)^2 $ , $ 22^2+4(2)=m_2(1.5) $ , $ 22+4(2)+m_2(1.5)=0 $ ,2,Missing squares and sign does not follow $ I=\sum m r^2 $ .,Correct: $ I=m_1 r_1^2+m_2 r_2^2 $ .,Wrong placement of squares units don t match.,Nonsense equation.,2.6,2.8,"**Which equation would you use to find the moment of inertia?**
$I=mr^2$---
**For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{tot}}=\sum_i m_i r_i^2$---
**Which equation would you use to solve for $m_2$?**
$m_2=\dfrac{I_{\mathrm{tot}}-m_1 r_1^2}{r_2^2}$---
**What is the mass of $m_2$?**
$m_1 r_1^2=4(2^2)=16$
$m_2=\dfrac{22-16}{(1.5)^2}=\dfrac{6}{2.25}\approx 2.67 \mathrm{kg}$
$\boxed{m_2\approx 2.67 \mathrm{kg}}$",,kg,Formula Selection
Moment of Inertia,8,Moment of Inertia 8,"Two masses are being swung around an axis. $m_1=4\text{kg}$ is $2\text{m}$ from the axis. The combined moment of inertia is $22\text{kg m}^2$ , and $m_2$ is $1.5\text{m}$ from the axis. What is the mass of $m_2$ ?",What is the mass of $ m_2 $ ?,,,,,,,,,,2.6,2.8,"**Which equation would you use to find the moment of inertia?**
$I=mr^2$---
**For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{tot}}=\sum_i m_i r_i^2$---
**Which equation would you use to solve for $m_2$?**
$m_2=\dfrac{I_{\mathrm{tot}}-m_1 r_1^2}{r_2^2}$---
**What is the mass of $m_2$?**
$m_1 r_1^2=4(2^2)=16$
$m_2=\dfrac{22-16}{(1.5)^2}=\dfrac{6}{2.25}\approx 2.67 \mathrm{kg}$
$\boxed{m_2\approx 2.67 \mathrm{kg}}$",,kg,Final Answer
Moment of Inertia,9,Moment of Inertia 9,What is the moment of inertia about the axis?,Which equation would you use to find the moment of inertia?, $ M=I\alpha $ , $ I=Fd $ , $ I=\sum mr^2 $ , $ I=\sum mr $ ,3, $ M=I\alpha $ is a dynamics relation (torque rotation) it does not compute $ I $ from masses and distances.," $ I=Fd $ is torque, not moment of inertia.","Correct: for point masses, $ I=\sum m r^2 $ .",Missing the square on $ r $  wrong form/units.,0.038,0.04,"**Which equation would you use to find the moment of inertia?**
$I=mr^2$---
**What is the moment of inertia of the 2 kg object?**
Distance:
$r_1=0.09 \mathrm{m}$
$I_1=(2)(0.09)^2=2(0.0081)=0.0162 \mathrm{kg m^2}$---
**What is the moment of inertia of the 1 kg object?**
Distance:
$r_2=0.09+0.06=0.15 \mathrm{m}$
$I_2=(1)(0.15)^2=0.0225 \mathrm{kg m^2}$---
**For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{tot}}=\sum_i m_i r_i^2$---
**What is the moment of inertia about the axis?**
$I_{\mathrm{tot}}=I_1+I_2=0.0162+0.0225=0.0387 \mathrm{kg m^2}$
$\boxed{I_{\mathrm{tot}}\approx 0.0387 \mathrm{kg m^2}}$",Images/MI9.png,kg.m^2,Formula Selection
